text|s0|s1|s10|s11|s12|s13|s15|s16|s17|s18|s19|s2|s20|s21|s22|s23|s24|s25|s26|s27|s28|s29|s3|s30|s31|s32|s33|s34|s35|s36|s37|s38|s39|s4|s40|s41|s42|s43|s44|s45|s46|s47|s48|s49|s5|s50|s6|s7|s8|s9
Kasvava tähtsusega üldisteks oskusteks on protsesside, ressursside ja riskide juhtimise oskus, võõrkeelte (eelkõige inglise, saksa, vene keele) valdamine.|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
Meil on hea meel teada anda, et EAS pakub koos Majandus- ja Kommunikatsiooniministeerumiga sellel kevadel teile personaalseid koolitusi oma organisatsiooni turundusvõimekuste ja kommunikatsioonioskuste arendamiseks.  |0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
Valdkonna ettevõtetes toimub üleminek konventsionaalsetelt metallitöö pinkidelt arvjuhtimisega tööpinkidele, mistõttu vajab valdkond üha enam APJ-pinkide seadistamist ja opereerimist  valdavaid oskustöölisi.|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
Tule arenda ennast ning koos sellega oma ettevõtlust - välisturgudele minekul tuleb networkingu oskus ainult kasuks.|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
mõõteriistad|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Üldistest oskustest ja hoiakutest on kasva tähtsusega IKT-lahenduste kasutamine ja rutiinitaluvus.|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Üldistest teadmistest, oskustest ja hoiakutest on jätkuvalt olulised teadmised matemaatikast ning kohuse- ja vastutustunne.|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Nõudlus digiteenuste ja -oskuste järele on kiiresti kasvanud kõikjal Euroopa Liidus, nii ka Balti riikides, kus nii palgad kui tööjõuvajadus kasvavad kõige kiiremini just IT-sektoris.|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Tisleritööd iseloomustab pigem iseseisev tegutsemine, mis nõuab oskust oma tegevust kavandada ja suurt enesedistsipliini.|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
TASUTA koolitusprogramm digioskuste arendamiseks|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Kasvav vajadus on keevitusrobotite operaatorite oskuste järele.|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Mitmekülgne ja ennastjuhtiv töötaja on väärtus igale organisatsioonile ning arengu toetamine oluline osa töötaja karjääriteekonna kujundamisest.|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
alamsüsteemide käitlemine|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Üldistest oskustest jääb puudu analüütilise mõtlemise võimest, algteadmistest ruumilise planeerimise kohta ja kontseptuaalsest mõtlemisoskusest.|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Kasvav vajadus on keevitajate järele, kes oskavad opereerida keevitusroboteid.|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Ära jäta kasutamata võimalust omandada oskused, kuidas arendada oma äri veebis!|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
 Kasutab ettevõtte infohalduse tarkvara.|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Pehme mööbli valmistajatel on puudu tööstuses uue pehme mööbli või selle osade koostamisega seotud käelistest oskustest   ja oma osa mõistmisest tootmise tervikprotsessis.|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0
Skype Eesti endise juhi sõnul tuleks ka juba keskealistele töötajatele anda IKT oskused. |1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Marje Vaan on Pärnu Vanalinna Põhikooli huvijuht, kes innovaatilise ja ettevõtliku õpetajana on   ettevõtlusõppe oskuslikult lõiminud erinevate õppeainetega. Marje on loonud koolis süsteemi õpilaste ettevõtlikkuse arendamiseks ja ettevõtlusõppe juurutamiseks. Ta teeb koostööd erinevate partneritega väljapool kooli ning nõustab ja toetab kolleege ettevõtlusõppe lõimimisel ainetundidesse.|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Inseneride puhul toodi kasvava tähtsusega üldiste oskustena välja meeskonnatöö, võõrkeelte ja suhtlemisoskust, mis on seotud projektipõhise tootmise kasvu ja rahvusvahelise koostööga.|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
Kutsekojal valmis uuring, mis annab ülevaate, milliste digioskuste järele erinevates majandusvaldkondades vajadus kasvab ja milliseid IKT oskusi tasub töötajatele õpetada. |1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Samas kasvab vajadus osata forvarderi rikkeid tuvastada.|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
Konverentsile kogunes 50 osalejat Euroopa ja Vahemere piirkonnast, kelle hulgas oli valitsusametnikke, erasektori esindajaid, ettevõtjaid, teadlasi ja teiste sidusrühmade esindajaid, et arutada mitmeid teemasid, nagu e-valitsemine, e-teenused, digimajandus ja digioskused.|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Lähiaastatel hakkavad tööandjad üleüldise digipöörde tulemusena digioskustele veelgi enam tähelepanu pöörama.|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Äri tehakse inimeste vahel. Naiste tugevuseks on sotsiaalsed oskused, mis tulevad ärimaailmas alati kasuks.|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
Tislerite kasvava tähtsusega erialasteks oskusteks ja teadmisteks on jooniste ja tehnoloogiakaardi lugemise ning koostamise oskus, detailidele ja toodetele esitatavate kvaliteedinõuete tundmine ning materjalide tundmine.|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
Levinud on müüt, et IT-sektoris töötamiseks on vaja väga head matemaatikaoskust. |0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Marje on innustanud õpilasi läbi viima erinevaid koostööprojekte.|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
juhendamine|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
Kasutab võimalusi enesetäiendamiseks.|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Üheks peamiseks arendamist vajavaks oskuseks on efektiivsete ja ergonoomiliste töövõtete rakendamine.|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Üks sektor, kus digitaalne kirjaoskus võiks suurimat mõju avaldada, on just  töötlev tööstus. |1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Tehnikaalaste teadmiste osas on kasvava tähtsusega uute tehnoloogiate ja materjalide tundmine, läbivalt rõhutati kõikide juhtide puhul aina olulisemaks erialaste IKT-lahenduste tundmist. Viimast peeti eriti tähtsaks otseselt tootmise juhtimisega seotud ametikohtadel.|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
Meistritelt ja töödejuhatajatelt oodatakse erialaste IKT-lahenduste tundmist ja rakendamist ning esmatasandi juhtidena ka oskust personali planeerida ja mõista tootmiskulusid ja nende juhtimist.|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
Forvarderioperaatoritel jääb puudu elektriskeemi lugemise oskustest juhtmekatkestuste välja selgitamiseks, sortimentide ja puidurikete tundmisest, koormasse laaditud puidu mahu hindamise ja virnatäiuse koefitsiendi määramise oskusest ning väiksemate remonttööde tegemiseks masina mehhaanika tundmisest, aga ka efektiivsete ja ergonoomiliste töövõtete ning IKT-lahenduste rakendamisest (vanema põlvkonna töötajatel).|1|0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
Paananen: ka keskealistele töötajatele tuleks anda IKT oskused|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
„Faktiteadmiste kõrval on üha olulisem õppimise vorm ning oskus erinevates olukordades hakkama saada,“ ütles Laidmets.|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Suhtles aktiivselt, leidis õige Prantsuse esindaja, panustas ja panustab endiselt sotsiaalmeediasse, toodete degustatsioonidesse, erinevatesse võimalustesse tooteid esile tõsta.|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1|0
Suureneb nutiseadmete ja IKT-lahenduste kasutamine.|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
kavandab karjääri|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Müügitöö on ühelt poolt töökus ja teiselt poolt oskus. |0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Tisleritel on puudu jooniste ja tehnoloogiakaardi lugemise ning koostamise oskusest ja teadmistest detailidele ja toodetele esitatavatest kvaliteedinõuetest.|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
Vähesed on oskused puiduvarumise korraldamise ja puidu mahu mõõtmise osas.|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Modernworkplacelearning.com-i küsitluse järgi on töötajate kõige eelistatumad viisid õppida igapäevase töö käigus, kolleegidega kogemuste jagamine (peer learning), ise veebist teadmisi kogudes, aga ka juhi tagasiside ja juhendamine.|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Raietöölise kasvava tähtsusega erialasteks oskusteks on võsa- ja kettsae kasutamine ning hooldamine, tööohutus ja -turvalisus, sh töö- ja turvavahendite kasutamine ning ergonoomiliste töövõtete kasutamine.|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
Metsaveo ja puiduhakkuri veokijuhtidel on probleemiks kitsal metsateel tagurdamine ja väiksemate remonttööde tegemine.|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Kõige suurem proovikivi on järelkasvu tagamine nii, et inimesed, kes jätkavad organisatsioonis pärast sind, on tunduvalt paremad või vähemalt sama head, et tagada organisatsiooni areng ja püsimajäämine. Sellega on seotud ka oma meeskonna eest hoolitsemine.|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0
Hetkel puuduolevate ja arendamist vajavate oskustena toodi inseneride puhul esile oskust hinnata oma tööd ettevõtja ja juhi perspektiivist, mõista tootmisprotsesse, oskust nendega oma töös arvestada ja strateegiliselt mõelda.|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
digitaalmõõteriistad|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
tööjuhiseid|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Nende kasvava tähtsusega üldisteks oskusteks, teadmisteks ja hoiakuteks on meeskonnatöö oskus.|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Puudu jääb jooniste koostamise ja konstrueerimise  ning joonestamise ja projekteerimistarkvaraga töötamise oskusest.|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
Tema tugevusteks on koostööle orienteeritus, uuendusmeelsus ning oskus lahendada probleeme kõigile osapooltele sobivalt.|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Hooldustehnikute ja mehhatroonikute arendamist vajavad oskused on seotud erialase IKT ja tehnoloogia arenguga.|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
See on väga hea ja positiivne alus, kust kõrgemaid probleemilahenduse ja tehnoloogia kasutuse oskusi edasi arendada. |0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Aga ka käsu koostamise ja andmise oskus on tsiviilelus kasulik, sest tegu on konkreetse juhisega ülesande lahendamiseks ning selle andmisega kaasneb ka enesekindlus ja usk sellesse, et ülesanne saab lahendatud.|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Sellesse gruppi kuuluvad valdkondlikes ettevõtetes töötavad müügi-, turundus-, kvaliteedi-, toote-, tarneala-, tootmis-, tsehhi- ja tehnikajuhid. Juhiks saamise eelduseks on ekspertide hinnangul ennekõike sobivad isikuomadused, piisav töökogemus ja erialane (soovitatavalt tehnikaalane) haridus. Juhtival positsioonil edukaks toimetulekuks on lisaks erialasele kompetentsile tarvis ka soovi ja oskust inimesi juhtida. MMT juhtide olulisteks oskusteks ja teadmisteks on laiapõhjalised tehnikaalased teadmised, analüüsioskus, strateegilise planeerimise oskus , protsesside juhtimise oskus, koostöövõime (sh oskus mõista klientide ja koostööpartnerite vajadusi), argumenteerimisoskus, keelteoskus ja kontseptuaalne mõtlemisoskus. |0|1|0|0|0|0|1|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0|0|1|1|0
Osaleb aktiivselt parendusettepanekute tegemisel.|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Kui varem sooviti kedagi, kes ütleb, kuidas tuleb teha ja kui mitu korda, siis nüüd eelistatakse neid juhte, kes lasevad endal mõelda ja samas toetavad töötajaid (põhimõte coach vs. Boss). |0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0
PIAAC-i uuring „Täiskasvanute oskused Eestis ja maailmas“, mis avaldati 8. oktoobril, toob selgelt esile vajaduse suurendada Eestis infotöötluse mahukate töökohtade arvu ja tõsta meie elanikkonna professionaalseid IKT oskusi.|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
eneseväljendusoskus|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
Tootmisseadmete tehnikutel jääb puudu tootmismasinate ja -liinide seadistamise, töös hoidmise, hoolduse ja programmeerimise oskusest ning tööohutuse ja töötervishoiu ning isikukaitsevahendite kasutamise reeglite järgimisest.|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
Kui me teame, et valdav osa Eesti elanikkonnast kasutab pidevalt igapäevaseid e-teenuseid (Internetipank, tuludeklaratsiooni esitamine, jne) vaatamata sellele, et suurel osal inimestest puuduvad kõrgemad IKT-ga seonduvad probleemilahendusoskused, siis on see kinnituseks: meie e-teenused on mugavad ja kasutajasõbalikud. |1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
MMT juhtidel jääb ekspertide hinnangul enim puudu oskusest protsesse, ressursse  ja inimesi juhtida.|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0
Annab konstruktiivset tagasisidet protsessi suutlikkuse kohta.|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
Ka siin leidsid eksperdid, et seoses tehnoloogia arenguga on valdkonnas kasvav nõudlus uuemaid keevitusmeetodeid valdavate töötajate järele ja lähitulevikus kasvab keevitusroboti operaatorite  vajadus.|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Tehnik-joonestajate kasvava tähtsusega erialasteks oskusteks ja teadmisteks on toodete, sh puitmajade projekteerimise eripärade tundmine, puitmaterjali eripärade ja materjalitehnoloogia tundmine, tööprotsesside tundmine, jooniste koostamine ja konstrueerimine, jooniste lugemise oskus (nii käsitsi kui arvutil joonistatud ) ning joonestamise ja projekteerimistarkvaraga töötamine.|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
Forvarderioperaatori kasvava tähtsusega erialasteks oskusteks on oskus forvarderiga ergonoomiliselt sõita ja töötada hüdrotõstukiga, hinnata laaditud ja ladustatud puidu kogust ning tunda puidurikkeid, vedada bioenergeetika toorainet, mis on veidi erinev tavapärasest ümarpuidu kokkuveost, hooldada masinat igapäevaselt ning sooritada töövõtteid ohutult ja turvaliselt.|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
Varasemast enam pannakse rõhku tööohutuse alaste nõuete tundmisele ja järgimisele, töö efektiivsusele ning tootmisprotsessi laiemale mõistmisele.|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Töötaja võib näiteks ise märku anda, et praeguses rollis on lagi käes ja vaja oleks karjäärisihid üle vaadata. Või on tunda süvenevat rahulolematust, kuid puudub selgus, mida saaks teisiti teha. Siin saavad abiks olla ka väljastpoolt organisatsiooni kaasatud karjäärinõustajad ja coach’id.|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Seoses vajadusega kasutada töös võõrkeelseid dokumente ja osaleda välisfirmade poolt korraldatud koolitustel, on järjest suurema tähtsusega ka vähemalt ühe võõrkeele (inglise või saksa) oskus oma eriala piires.|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Liinioperaatorite kasvava tähtsusega erialasteks oskusteks ja teadmisteks on masinate ja liinide tööpõhimõtete ning tehnoloogiate tundmine, programmide kasutamine, tootmisliinide tootlikkuse tõhustamine, puitmaterjali tundmine.|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
Me anname neile planeerimisoskuse, grupidünaamikast arusaamise ja veel väga palju teoreetilisi teadmisi.|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
